Order_Date,Region,Product_Category,Sales,Cost,Profit,Customer_Segment,Salesperson,Payment_Method,Profit_margin,sales_category,Month,Profit_status,Year
09-01-2025,South,Furniture,9810.64,8556.76,1253.88,Consumer,R. Sharma,UPI,12.78%,Medium,Jan,low,2025
05-04-2026,South,Software,9891.2,6221.98,3669.22,Enterprise,A. Kumar,Cash,37.10%,Medium,Apr,Excellent,2026
24-08-2025,Central,Accessories,8246.37,6509.79,1736.58,Consumer,P. Singh,UPI,21.06%,Medium,Aug,low,2025
27-01-2026,South,Accessories,7671.46,7460.39,211.07,Enterprise,A. Kumar,Cash,2.75%,Medium,Jan,good,2026
07-09-2025,North,Furniture,6784.84,4693.53,2091.31,Small Business,V. Gupta,UPI,30.82%,Medium,Sep,low,2025
21-03-2025,South,Software,8327.08,6985.73,1341.35,Small Business,A. Kumar,Cash,16.11%,Medium,Mar,low,2025
23-04-2024,North,Accessories,6187.1,4225.85,1961.25,Consumer,R. Sharma,Cash,31.70%,Medium,Apr,low,2024
09-04-2024,North,Furniture,4458.36,3598.29,860.07,Enterprise,S. Patel,UPI,19.29%,Low,Apr,low,2024
07-01-2024,South,Electronics,3636.84,2325.73,1311.11,Consumer,P. Singh,UPI,36.05%,Low,Jan,low,2024
19-07-2025,Central,Accessories,1577.5,859.23,718.27,Corporate,K. Das,Cash,45.53%,Low,Jul,low,2025
24-08-2025,East,Accessories,626.52,490.76,135.76,Corporate,R. Sharma,Debit Card,21.67%,Low,Aug,good,2025
07-07-2024,East,Office Supplies,7184.98,6945.5,239.48,Enterprise,M. Rao,Debit Card,3.33%,Medium,Jul,good,2024
03-03-2024,North,Accessories,13243.23,8097.02,5146.21,Small Business,A. Kumar,UPI,38.86%,High,Mar,Excellent,2024
21-04-2026,North,Accessories,10500.18,7713.16,2787.02,Enterprise,S. Patel,Debit Card,26.54%,High,Apr,low,2026
07-03-2026,Central,Accessories,5456.37,4138.27,1318.1,Consumer,S. Patel,Cash,24.16%,Medium,Mar,low,2026
26-01-2025,South,Electronics,7773.38,5615.92,2157.46,Corporate,R. Sharma,Credit Card,27.75%,Medium,Jan,low,2025
20-06-2025,Central,Accessories,1072.39,426.82,645.57,Small Business,N. Iyer,Credit Card,60.20%,Low,Jun,low,2025
15-10-2023,South,Office Supplies,2203.41,1069.1,1134.31,Corporate,V. Gupta,Cash,51.48%,Low,Oct,low,2023
13-07-2025,East,Office Supplies,8905.54,8390.17,515.37,Small Business,K. Das,Credit Card,5.79%,Medium,Jul,low,2025
28-11-2025,West,Furniture,7934.2,7605.46,328.74,Consumer,M. Rao,Bank Transfer,4.14%,Medium,Nov,good,2025
20-06-2026,South,Accessories,4363.61,3782.45,581.16,Consumer,P. Singh,Cash,13.32%,Low,Jun,low,2026
24-06-2026,Central,Office Supplies,11706.5,8885.98,2820.52,Enterprise,N. Iyer,Bank Transfer,24.09%,High,Jun,low,2026
17-06-2026,South,Accessories,7481.93,5218.77,2263.16,Enterprise,V. Gupta,UPI,30.25%,Medium,Jun,low,2026
09-07-2024,East,Furniture,9193.09,7964.61,1228.48,Consumer,P. Singh,Credit Card,13.36%,Medium,Jul,low,2024
13-02-2026,South,Accessories,6126.51,5666.6,459.91,Enterprise,K. Das,Credit Card,7.51%,Medium,Feb,good,2026
20-05-2025,South,Electronics,5168.27,3211.89,1956.38,Corporate,M. Rao,Bank Transfer,37.85%,Medium,May,low,2025
22-11-2023,East,Electronics,3955.67,2839.18,1116.49,Consumer,N. Iyer,Bank Transfer,28.23%,Low,Nov,low,2023
25-09-2025,North,Furniture,9274.92,6547.13,2727.79,Corporate,N. Iyer,Bank Transfer,29.41%,Medium,Sep,low,2025
14-03-2026,South,Software,12600.73,8253.85,4346.88,Corporate,V. Gupta,Cash,34.50%,High,Mar,Excellent,2026
23-05-2025,North,Accessories,6682.57,4215.98,2466.59,Small Business,N. Iyer,Cash,36.91%,Medium,May,low,2025
14-08-2023,East,Electronics,3099.77,1953.54,1146.23,Corporate,M. Rao,Credit Card,36.98%,Low,Aug,low,2023
31-05-2025,South,Accessories,12495.82,8854.21,3641.61,Enterprise,R. Sharma,Cash,29.14%,High,May,Excellent,2025
02-03-2024,East,Electronics,11685.55,7794.88,3890.67,Small Business,K. Das,Credit Card,33.29%,High,Mar,Excellent,2024
19-04-2026,East,Furniture,9854.11,7905.73,1948.38,Small Business,R. Sharma,Credit Card,19.77%,Medium,Apr,low,2026
11-08-2025,North,Software,10781.75,7086,3695.75,Consumer,V. Gupta,Cash,34.28%,High,Aug,Excellent,2025
17-05-2024,Central,Office Supplies,3248.28,1792.88,1455.4,Small Business,R. Sharma,Credit Card,44.81%,Low,May,low,2024
29-05-2026,North,Software,6676.7,6122.78,553.92,Enterprise,P. Singh,Credit Card,8.30%,Medium,May,low,2026
03-04-2025,Central,Electronics,12203.16,8397.8,3805.36,Small Business,V. Gupta,Credit Card,31.18%,High,Apr,Excellent,2025
03-02-2024,East,Electronics,6934.07,4733.14,2200.93,Small Business,S. Patel,Bank Transfer,31.74%,Medium,Feb,low,2024
20-08-2024,East,Software,2253.03,1813.66,439.37,Consumer,M. Rao,Debit Card,19.50%,Low,Aug,good,2024
24-05-2024,Central,Accessories,2566.21,2535.37,30.84,Consumer,S. Patel,Cash,1.20%,Low,May,good,2024
23-06-2025,East,Accessories,5936.3,4989.35,946.95,Corporate,R. Sharma,Credit Card,15.95%,Medium,Jun,low,2025
04-04-2025,West,Electronics,6857.04,5558.04,1299,Corporate,A. Kumar,UPI,18.94%,Medium,Apr,low,2025
18-10-2023,West,Software,1103.31,1042.75,60.56,Corporate,V. Gupta,Cash,5.49%,Low,Oct,good,2023
04-07-2025,Central,Electronics,4702.33,2880.72,1821.61,Enterprise,R. Sharma,Credit Card,38.74%,Low,Jul,low,2025
20-02-2026,West,Software,1300.67,965.64,335.03,Corporate,S. Patel,Debit Card,25.76%,Low,Feb,good,2026
16-12-2024,East,Office Supplies,10355.28,8224.47,2130.81,Enterprise,V. Gupta,Credit Card,20.58%,High,Dec,low,2024
17-11-2023,West,Furniture,5419.34,4330.48,1088.86,Small Business,N. Iyer,Cash,20.09%,Medium,Nov,low,2023
23-03-2024,North,Office Supplies,5948.34,4620.75,1327.59,Consumer,M. Rao,Cash,22.32%,Medium,Mar,low,2024
05-02-2026,Central,Furniture,4783.71,3667.27,1116.44,Corporate,V. Gupta,UPI,23.34%,Low,Feb,low,2026
19-11-2023,Central,Software,5069,3132.36,1936.64,Enterprise,N. Iyer,Cash,38.21%,Medium,Nov,low,2023
01-11-2024,Central,Software,2634.34,1640.46,993.88,Consumer,V. Gupta,Bank Transfer,37.73%,Low,Nov,low,2024
22-01-2024,West,Electronics,8288,7416.01,871.99,Consumer,K. Das,Bank Transfer,10.52%,Medium,Jan,low,2024
14-04-2026,South,Furniture,6086.59,5840.4,246.19,Consumer,R. Sharma,Debit Card,4.04%,Medium,Apr,good,2026
19-01-2026,Central,Software,6152.92,4828.18,1324.74,Corporate,S. Patel,Bank Transfer,21.53%,Medium,Jan,low,2026
11-03-2025,East,Software,8467.81,5175.46,3292.35,Small Business,P. Singh,Cash,38.88%,Medium,Mar,Excellent,2025
23-07-2023,South,Office Supplies,7494.83,5542.27,1952.56,Consumer,N. Iyer,Cash,26.05%,Medium,Jul,low,2023
23-10-2023,East,Electronics,423.65,107.51,316.14,Small Business,A. Kumar,Debit Card,74.62%,Low,Oct,good,2023
07-12-2025,East,Software,8049.01,6349.77,1699.24,Enterprise,K. Das,UPI,21.11%,Medium,Dec,low,2025
11-09-2024,South,Accessories,7942.01,5996.14,1945.87,Enterprise,N. Iyer,UPI,24.50%,Medium,Sep,low,2024
17-05-2024,South,Furniture,4500.51,2667.39,1833.12,Consumer,P. Singh,Credit Card,40.73%,Low,May,low,2024
26-04-2024,West,Furniture,8667.22,6519.92,2147.3,Consumer,R. Sharma,UPI,24.77%,Medium,Apr,low,2024
25-01-2026,West,Accessories,11760.51,8052.88,3707.63,Corporate,V. Gupta,Cash,31.53%,High,Jan,Excellent,2026
21-11-2025,East,Furniture,6591.99,5013.25,1578.74,Corporate,K. Das,Cash,23.95%,Medium,Nov,low,2025
22-07-2023,South,Accessories,8331.26,5243.65,3087.61,Small Business,K. Das,Cash,37.06%,Medium,Jul,Excellent,2023
27-07-2025,West,Office Supplies,425.78,397.81,27.97,Consumer,V. Gupta,Credit Card,6.57%,Low,Jul,good,2025
22-04-2024,East,Software,8946,6598.65,2347.35,Consumer,P. Singh,Debit Card,26.24%,Medium,Apr,low,2024
28-02-2026,North,Accessories,8319.89,5712.9,2606.99,Small Business,A. Kumar,Bank Transfer,31.33%,Medium,Feb,low,2026
06-07-2026,Central,Software,9240.7,7028.89,2211.81,Small Business,K. Das,Bank Transfer,23.94%,Medium,Jul,low,2026
01-03-2025,Central,Office Supplies,2748.3,2673.96,74.34,Small Business,A. Kumar,UPI,2.70%,Low,Mar,good,2025
17-06-2024,East,Accessories,7573.72,5198.45,2375.27,Consumer,M. Rao,UPI,31.36%,Medium,Jun,low,2024
22-12-2023,East,Office Supplies,1323.81,1228.71,95.1,Corporate,M. Rao,Bank Transfer,7.18%,Low,Dec,good,2023
14-12-2024,South,Accessories,297.34,226.41,70.93,Corporate,V. Gupta,Bank Transfer,23.85%,Low,Dec,good,2024
30-06-2024,West,Furniture,3795.23,2425.15,1370.08,Consumer,N. Iyer,Credit Card,36.10%,Low,Jun,low,2024
29-04-2024,West,Software,8473.75,5400.34,3073.41,Enterprise,S. Patel,UPI,36.27%,Medium,Apr,Excellent,2024
13-06-2024,East,Electronics,3214.75,1976.63,1238.12,Small Business,P. Singh,Credit Card,38.51%,Low,Jun,low,2024
14-06-2024,West,Accessories,5676.45,4229.73,1446.72,Corporate,K. Das,UPI,25.49%,Medium,Jun,low,2024
04-03-2026,West,Electronics,3478.31,2437.36,1040.95,Small Business,V. Gupta,UPI,29.93%,Low,Mar,low,2026
13-04-2025,North,Electronics,12549.23,8659.69,3889.54,Small Business,K. Das,Cash,30.99%,High,Apr,Excellent,2025
15-01-2025,North,Office Supplies,3708.53,3081.21,627.32,Enterprise,V. Gupta,Debit Card,16.92%,Low,Jan,low,2025
09-08-2024,South,Office Supplies,6988.82,4727.58,2261.24,Consumer,A. Kumar,Credit Card,32.36%,Medium,Aug,low,2024
31-07-2023,West,Office Supplies,5207.77,3760.11,1447.66,Corporate,M. Rao,Bank Transfer,27.80%,Medium,Jul,low,2023
05-08-2024,North,Accessories,862.43,402.97,459.46,Corporate,P. Singh,Credit Card,53.28%,Low,Aug,good,2024
30-12-2023,Central,Furniture,8389.18,7722.32,666.86,Consumer,R. Sharma,Bank Transfer,7.95%,Medium,Dec,low,2023
01-03-2025,West,Office Supplies,7114.57,4255.9,2858.67,Enterprise,N. Iyer,Bank Transfer,40.18%,Medium,Mar,low,2025
02-06-2024,North,Software,8359.83,7048.51,1311.32,Enterprise,N. Iyer,Credit Card,15.69%,Medium,Jun,low,2024
16-12-2024,West,Electronics,10103.67,8604.89,1498.78,Enterprise,S. Patel,Cash,14.83%,High,Dec,low,2024
18-09-2025,South,Accessories,2432.57,1688.14,744.43,Enterprise,S. Patel,Cash,30.60%,Low,Sep,low,2025
09-02-2024,North,Electronics,12109.23,8222.22,3887.01,Consumer,P. Singh,Cash,32.10%,High,Feb,Excellent,2024
01-12-2024,West,Furniture,7105.8,7017.41,88.39,Consumer,A. Kumar,UPI,1.24%,Medium,Dec,good,2024
02-01-2025,West,Accessories,1901.04,1449.31,451.73,Consumer,V. Gupta,UPI,23.76%,Low,Jan,good,2025
16-12-2025,North,Accessories,5672.09,3694.82,1977.27,Corporate,A. Kumar,UPI,34.86%,Medium,Dec,low,2025
20-03-2026,East,Office Supplies,1824.94,1178.71,646.23,Small Business,K. Das,Credit Card,35.41%,Low,Mar,low,2026
08-01-2024,East,Electronics,5494.4,3351.66,2142.74,Enterprise,M. Rao,Debit Card,39.00%,Medium,Jan,low,2024
02-07-2024,South,Office Supplies,8441.34,5034.83,3406.51,Enterprise,P. Singh,Bank Transfer,40.36%,Medium,Jul,Excellent,2024
29-03-2026,South,Furniture,1496.4,855.28,641.12,Consumer,S. Patel,Credit Card,42.84%,Low,Mar,low,2026
06-11-2024,Central,Office Supplies,4654.01,4454.17,199.84,Enterprise,V. Gupta,Credit Card,4.29%,Low,Nov,good,2024
20-09-2023,North,Software,3920.64,3119.64,801,Consumer,S. Patel,Cash,20.43%,Low,Sep,low,2023
30-01-2026,Central,Furniture,13322.59,8466.8,4855.79,Corporate,P. Singh,Credit Card,36.45%,High,Jan,Excellent,2026
21-04-2024,Central,Electronics,4511.6,4451.16,60.44,Corporate,R. Sharma,Credit Card,1.34%,Low,Apr,good,2024
23-06-2024,North,Software,9293.62,5730.69,3562.93,Corporate,P. Singh,Credit Card,38.34%,Medium,Jun,Excellent,2024
25-02-2024,South,Electronics,7093.73,4524.58,2569.15,Corporate,K. Das,Bank Transfer,36.22%,Medium,Feb,low,2024
07-10-2025,Central,Accessories,5221.77,2985.69,2236.08,Corporate,N. Iyer,Debit Card,42.82%,Medium,Oct,low,2025
08-10-2023,North,Office Supplies,6628.91,5378.46,1250.45,Corporate,K. Das,Debit Card,18.86%,Medium,Oct,low,2023
02-08-2025,Central,Electronics,6567.31,5025.33,1541.98,Corporate,P. Singh,Cash,23.48%,Medium,Aug,low,2025
15-08-2025,West,Electronics,7094.85,7021.19,73.66,Consumer,A. Kumar,Debit Card,1.04%,Medium,Aug,good,2025
05-01-2024,East,Software,8963.23,6390,2573.23,Enterprise,R. Sharma,Debit Card,28.71%,Medium,Jan,low,2024
25-04-2024,West,Furniture,7874.59,5794.45,2080.14,Corporate,A. Kumar,Cash,26.42%,Medium,Apr,low,2024
09-07-2024,North,Office Supplies,9169.87,6483.07,2686.8,Small Business,K. Das,Credit Card,29.30%,Medium,Jul,low,2024
31-10-2024,North,Accessories,3371.47,1807.94,1563.53,Small Business,S. Patel,UPI,46.38%,Low,Oct,low,2024
05-09-2024,South,Software,2954.64,2560.2,394.44,Enterprise,R. Sharma,Debit Card,13.35%,Low,Sep,good,2024
03-10-2023,South,Software,889.87,580.85,309.02,Small Business,N. Iyer,Cash,34.73%,Low,Oct,good,2023
20-01-2026,Central,Furniture,1071.44,485.53,585.91,Corporate,A. Kumar,UPI,54.68%,Low,Jan,low,2026
26-05-2026,West,Accessories,2188.98,1132.98,1056,Small Business,K. Das,Debit Card,48.24%,Low,May,low,2026
04-05-2025,South,Electronics,2344.54,2147.56,196.98,Corporate,K. Das,Debit Card,8.40%,Low,May,good,2025
14-08-2025,Central,Software,8424.32,8033.15,391.17,Consumer,K. Das,Debit Card,4.64%,Medium,Aug,good,2025
21-09-2024,West,Office Supplies,10867.44,8358.2,2509.24,Corporate,V. Gupta,Debit Card,23.09%,High,Sep,low,2024
10-07-2025,South,Electronics,9949.1,8782.45,1166.65,Consumer,M. Rao,Debit Card,11.73%,Medium,Jul,low,2025
19-02-2024,South,Office Supplies,10022.04,7679.7,2342.34,Corporate,M. Rao,Cash,23.37%,High,Feb,low,2024
23-05-2024,Central,Furniture,10174.17,7126.97,3047.2,Corporate,P. Singh,UPI,29.95%,High,May,Excellent,2024
09-06-2026,Central,Software,7612.65,4454,3158.65,Enterprise,M. Rao,Credit Card,41.49%,Medium,Jun,Excellent,2026
29-11-2025,East,Software,7759.76,6651.99,1107.77,Corporate,R. Sharma,Cash,14.28%,Medium,Nov,low,2025
17-07-2023,West,Accessories,3941.6,3818.17,123.43,Consumer,K. Das,Cash,3.13%,Low,Jul,good,2023
21-09-2025,North,Software,6854.76,4365.5,2489.26,Enterprise,S. Patel,Credit Card,36.31%,Medium,Sep,low,2025
01-08-2023,South,Furniture,8001.91,6269.12,1732.79,Small Business,M. Rao,Debit Card,21.65%,Medium,Aug,low,2023
08-01-2024,South,Software,673.35,241.78,431.57,Consumer,V. Gupta,UPI,64.09%,Low,Jan,good,2024
15-04-2024,East,Software,9999.68,7880.37,2119.31,Consumer,P. Singh,UPI,21.19%,Medium,Apr,low,2024
18-05-2025,East,Accessories,5832.15,4825.19,1006.96,Corporate,P. Singh,Cash,17.27%,Medium,May,low,2025
24-05-2025,East,Electronics,6894.32,6648.27,246.05,Consumer,K. Das,Bank Transfer,3.57%,Medium,May,good,2025
14-02-2026,South,Accessories,7023.65,5610.29,1413.36,Consumer,S. Patel,Debit Card,20.12%,Medium,Feb,low,2026
22-05-2025,West,Accessories,2432.13,2223.83,208.3,Corporate,S. Patel,Bank Transfer,8.56%,Low,May,good,2025
28-06-2025,West,Office Supplies,10788.18,8091.6,2696.58,Consumer,P. Singh,Bank Transfer,25.00%,High,Jun,low,2025
13-06-2025,North,Software,5618.7,4126.45,1492.25,Small Business,V. Gupta,Cash,26.56%,Medium,Jun,low,2025
29-07-2025,North,Furniture,11786.66,7219.14,4567.52,Enterprise,P. Singh,Credit Card,38.75%,High,Jul,Excellent,2025
14-09-2025,North,Electronics,9635.96,8091.72,1544.24,Corporate,M. Rao,Credit Card,16.03%,Medium,Sep,low,2025
05-05-2024,Central,Electronics,7326.41,4517.33,2809.08,Small Business,K. Das,Cash,38.34%,Medium,May,low,2024
02-04-2024,North,Office Supplies,5616.22,4317.75,1298.47,Corporate,P. Singh,Credit Card,23.12%,Medium,Apr,low,2024
24-10-2024,East,Software,10138.81,7531.03,2607.78,Small Business,N. Iyer,UPI,25.72%,High,Oct,low,2024
26-06-2026,East,Accessories,9844.1,7592.98,2251.12,Corporate,M. Rao,Debit Card,22.87%,Medium,Jun,low,2026
20-12-2024,East,Electronics,2777,2118.36,658.64,Corporate,N. Iyer,Bank Transfer,23.72%,Low,Dec,low,2024
25-01-2026,South,Accessories,12115.57,8610.3,3505.27,Small Business,R. Sharma,Debit Card,28.93%,High,Jan,Excellent,2026
16-05-2024,East,Accessories,1701.32,1535.17,166.15,Corporate,V. Gupta,Bank Transfer,9.77%,Low,May,good,2024
02-08-2025,North,Office Supplies,2611.18,1742.02,869.16,Small Business,R. Sharma,Bank Transfer,33.29%,Low,Aug,low,2025
10-01-2026,East,Electronics,5464.62,4904.81,559.81,Consumer,K. Das,UPI,10.24%,Medium,Jan,low,2026
29-04-2024,South,Electronics,13750.73,8535.32,5215.41,Small Business,M. Rao,UPI,37.93%,High,Apr,Excellent,2024
19-02-2025,Central,Furniture,13056.64,8729.49,4327.15,Enterprise,N. Iyer,Credit Card,33.14%,High,Feb,Excellent,2025
13-03-2026,Central,Electronics,8859.83,8111.55,748.28,Small Business,A. Kumar,UPI,8.45%,Medium,Mar,low,2026
30-09-2024,North,Accessories,4341.19,4069.16,272.03,Corporate,S. Patel,Bank Transfer,6.27%,Low,Sep,good,2024
10-08-2024,West,Electronics,667.02,300.68,366.34,Enterprise,S. Patel,UPI,54.92%,Low,Aug,good,2024
17-04-2025,North,Office Supplies,7402.39,5468.23,1934.16,Enterprise,R. Sharma,UPI,26.13%,Medium,Apr,low,2025
02-08-2025,East,Office Supplies,3568.36,3536.4,31.96,Small Business,V. Gupta,Cash,0.90%,Low,Aug,good,2025
02-01-2024,West,Software,3539.45,2019.69,1519.76,Small Business,R. Sharma,UPI,42.94%,Low,Jan,low,2024
01-11-2025,North,Furniture,2108.59,1342.15,766.44,Corporate,M. Rao,UPI,36.35%,Low,Nov,low,2025
16-06-2026,Central,Software,9266.45,8881.08,385.37,Consumer,A. Kumar,UPI,4.16%,Medium,Jun,good,2026
16-01-2025,Central,Furniture,5330.72,3789.17,1541.55,Corporate,R. Sharma,UPI,28.92%,Medium,Jan,low,2025
18-02-2025,East,Accessories,5177.98,5029.42,148.56,Small Business,V. Gupta,Cash,2.87%,Medium,Feb,good,2025
10-02-2026,South,Office Supplies,3489.94,2098.23,1391.71,Small Business,V. Gupta,Credit Card,39.88%,Low,Feb,low,2026
15-02-2025,South,Electronics,5183.89,3812.7,1371.19,Consumer,M. Rao,UPI,26.45%,Medium,Feb,low,2025
20-11-2023,West,Accessories,6789.65,5430.13,1359.52,Enterprise,M. Rao,UPI,20.02%,Medium,Nov,low,2023
07-03-2024,North,Office Supplies,5292.67,3421.5,1871.17,Corporate,A. Kumar,Debit Card,35.35%,Medium,Mar,low,2024
21-04-2025,East,Furniture,6298.37,4203.29,2095.08,Consumer,M. Rao,Bank Transfer,33.26%,Medium,Apr,low,2025
12-11-2025,North,Office Supplies,9542.69,5762.6,3780.09,Small Business,P. Singh,Cash,39.61%,Medium,Nov,Excellent,2025
06-08-2024,North,Accessories,7773.95,6921.34,852.61,Corporate,N. Iyer,Bank Transfer,10.97%,Medium,Aug,low,2024
14-03-2025,East,Electronics,3918.61,2515.98,1402.63,Small Business,R. Sharma,Credit Card,35.79%,Low,Mar,low,2025
12-04-2024,West,Software,5952.75,4711.72,1241.03,Small Business,R. Sharma,Credit Card,20.85%,Medium,Apr,low,2024
25-09-2024,South,Accessories,1781.85,1475.54,306.31,Consumer,K. Das,UPI,17.19%,Low,Sep,good,2024
10-12-2023,North,Software,1292.61,1137.43,155.18,Small Business,M. Rao,Bank Transfer,12.01%,Low,Dec,good,2023
16-04-2024,Central,Accessories,11751.75,7371.64,4380.11,Small Business,R. Sharma,Bank Transfer,37.27%,High,Apr,Excellent,2024
03-09-2023,South,Furniture,7263.59,6725.7,537.89,Corporate,M. Rao,Debit Card,7.41%,Medium,Sep,low,2023
08-09-2024,North,Electronics,1357.62,1258.94,98.68,Consumer,V. Gupta,UPI,7.27%,Low,Sep,good,2024
02-10-2023,Central,Accessories,1900.27,1847.52,52.75,Consumer,V. Gupta,Credit Card,2.78%,Low,Oct,good,2023
06-12-2024,North,Electronics,723.85,485.21,238.64,Consumer,S. Patel,Cash,32.97%,Low,Dec,good,2024
19-08-2024,North,Furniture,2288.29,1744.56,543.73,Small Business,N. Iyer,Bank Transfer,23.76%,Low,Aug,low,2024
30-05-2024,Central,Furniture,11713.46,7710.73,4002.73,Consumer,P. Singh,Cash,34.17%,High,May,Excellent,2024
04-08-2023,East,Furniture,7228.96,4806.66,2422.3,Consumer,P. Singh,Debit Card,33.51%,Medium,Aug,low,2023
04-05-2026,Central,Furniture,10100.4,7676.54,2423.86,Enterprise,P. Singh,Debit Card,24.00%,High,May,low,2026
02-07-2025,Central,Furniture,11293.38,8833.58,2459.8,Enterprise,P. Singh,Bank Transfer,21.78%,High,Jul,low,2025
16-03-2024,West,Office Supplies,5830.62,4246.53,1584.09,Small Business,A. Kumar,Credit Card,27.17%,Medium,Mar,low,2024
08-05-2025,West,Accessories,5723.96,4494.04,1229.92,Small Business,V. Gupta,Debit Card,21.49%,Medium,May,low,2025
18-10-2025,South,Electronics,4492.55,2686.24,1806.31,Enterprise,N. Iyer,Debit Card,40.21%,Low,Oct,low,2025
02-08-2023,North,Software,11886.01,8988.64,2897.37,Enterprise,P. Singh,Credit Card,24.38%,High,Aug,low,2023
25-04-2024,North,Furniture,5468.38,3613.82,1854.56,Consumer,N. Iyer,Debit Card,33.91%,Medium,Apr,low,2024
30-05-2025,West,Electronics,3257.62,1882.35,1375.27,Corporate,K. Das,UPI,42.22%,Low,May,low,2025
27-01-2025,Central,Office Supplies,10464.14,6906.87,3557.27,Enterprise,N. Iyer,UPI,33.99%,High,Jan,Excellent,2025
12-10-2025,South,Software,11872.23,8888.96,2983.27,Consumer,P. Singh,Bank Transfer,25.13%,High,Oct,low,2025
04-04-2026,South,Electronics,6546.23,4525.74,2020.49,Consumer,A. Kumar,Credit Card,30.86%,Medium,Apr,low,2026
22-04-2026,West,Accessories,10199.49,6135.16,4064.33,Small Business,R. Sharma,Bank Transfer,39.85%,High,Apr,Excellent,2026
20-01-2024,Central,Software,9919.27,6865.53,3053.74,Enterprise,S. Patel,Bank Transfer,30.79%,Medium,Jan,Excellent,2024
21-04-2026,East,Accessories,5294.79,4463.23,831.56,Consumer,A. Kumar,UPI,15.71%,Medium,Apr,low,2026
06-03-2024,West,Software,4334.86,3514.31,820.55,Enterprise,A. Kumar,Credit Card,18.93%,Low,Mar,low,2024
03-07-2024,East,Furniture,8093.64,5054.33,3039.31,Enterprise,K. Das,Debit Card,37.55%,Medium,Jul,Excellent,2024
06-04-2025,North,Accessories,8605.95,6469.94,2136.01,Enterprise,V. Gupta,UPI,24.82%,Medium,Apr,low,2025
22-05-2024,West,Accessories,5887.65,4609.5,1278.15,Enterprise,N. Iyer,Bank Transfer,21.71%,Medium,May,low,2024
23-04-2025,South,Office Supplies,1171,646.67,524.33,Small Business,A. Kumar,Bank Transfer,44.78%,Low,Apr,low,2025
24-08-2025,East,Software,1339.12,966.42,372.7,Small Business,A. Kumar,Debit Card,27.83%,Low,Aug,good,2025
25-11-2024,North,Electronics,2753.94,2188.14,565.8,Small Business,P. Singh,Bank Transfer,20.55%,Low,Nov,low,2024
